Date,Product,Region,Store Location,Initial Inventory,Restocks,Sales Impact,Current Inventory
1/23/2024,Mocha,South,Store A,397,22,69,384
1/23/2024,Mocha,West,Store C,476,163,212,186
1/23/2024,Latte,East,Store C,427,120,243,150
1/23/2024,Latte,South,Store A,382,79,196,280
1/23/2024,Latte,North,Store D,403,131,86,124
1/23/2024,Mocha,West,Store C,534,114,125,188
1/23/2024,Latte,West,Store C,504,127,82,257
1/23/2024,Cappuccino,South,Store B,585,83,93,302
1/23/2024,Latte,East,Store A,307,199,165,249
1/23/2024,Cappuccino,East,Store B,444,102,249,325
1/23/2024,Latte,North,Store C,373,164,178,346
1/23/2024,Espresso,South,Store A,517,86,154,339
1/23/2024,Cappuccino,South,Store B,365,95,162,136
1/23/2024,Espresso,South,Store A,373,194,72,320
1/23/2024,Mocha,West,Store B,519,83,215,107
1/23/2024,Mocha,East,Store D,564,56,232,199
1/23/2024,Latte,South,Store D,346,23,226,262
1/23/2024,Latte,East,Store D,462,177,230,349
1/23/2024,Latte,West,Store C,340,168,117,285
1/23/2024,Mocha,South,Store C,536,119,92,393
1/23/2024,Mocha,East,Store D,375,113,231,259
1/23/2024,Mocha,South,Store D,597,196,117,213
1/23/2024,Mocha,East,Store D,520,56,213,223
1/24/2024,Latte,North,Store A,475,97,188,200
1/24/2024,Mocha,West,Store C,357,85,99,347
1/24/2024,Latte,East,Store A,578,171,131,138
1/24/2024,Latte,West,Store D,382,4,117,154
1/24/2024,Mocha,East,Store B,575,2,212,191
1/24/2024,Espresso,East,Store D,588,7,206,295
1/24/2024,Espresso,North,Store C,396,173,191,134
1/24/2024,Mocha,North,Store D,337,32,118,110
1/24/2024,Mocha,West,Store A,356,163,166,346
1/24/2024,Espresso,South,Store D,546,128,73,121
1/24/2024,Espresso,North,Store B,552,184,207,346
1/24/2024,Latte,North,Store B,334,181,215,322
1/24/2024,Espresso,East,Store A,365,143,185,196
1/24/2024,Latte,North,Store B,424,123,180,258
1/24/2024,Mocha,South,Store C,587,78,168,387
1/24/2024,Cappuccino,South,Store B,550,93,101,331
1/24/2024,Espresso,North,Store C,455,82,98,148
1/24/2024,Espresso,South,Store B,588,5,195,261
1/24/2024,Latte,East,Store D,443,88,128,222
1/24/2024,Mocha,East,Store B,441,107,164,208
1/24/2024,Cappuccino,West,Store B,593,32,202,103
1/24/2024,Latte,North,Store D,419,49,200,111
1/24/2024,Espresso,South,Store D,378,113,89,119
1/24/2024,Espresso,East,Store D,498,33,54,141
1/25/2024,Cappuccino,West,Store A,534,151,55,370
1/25/2024,Cappuccino,West,Store D,474,128,173,112
1/25/2024,Latte,West,Store A,324,198,95,288
1/25/2024,Latte,West,Store D,390,37,135,198
1/25/2024,Latte,East,Store A,473,74,230,143
1/25/2024,Espresso,West,Store B,411,148,109,228
1/25/2024,Espresso,South,Store C,558,157,234,205
1/25/2024,Mocha,North,Store C,547,64,58,157
1/25/2024,Mocha,South,Store D,513,118,171,171
1/25/2024,Mocha,West,Store D,350,67,63,251
1/25/2024,Espresso,West,Store B,528,50,66,206
1/25/2024,Espresso,North,Store A,592,72,53,368
1/25/2024,Latte,East,Store B,472,85,102,295
1/25/2024,Espresso,East,Store C,346,48,67,132
1/25/2024,Cappuccino,South,Store D,498,112,92,223
1/25/2024,Cappuccino,North,Store C,537,139,222,126
1/25/2024,Espresso,East,Store D,540,164,78,235
1/25/2024,Latte,South,Store B,353,100,228,258
1/25/2024,Cappuccino,North,Store A,559,114,65,120
1/25/2024,Latte,East,Store B,564,47,80,180
1/25/2024,Mocha,West,Store B,338,26,177,303
1/25/2024,Cappuccino,West,Store C,487,93,72,346
1/25/2024,Mocha,North,Store C,463,70,187,167
1/25/2024,Cappuccino,West,Store C,589,23,124,257
1/26/2024,Espresso,North,Store D,544,85,90,313
1/26/2024,Cappuccino,East,Store C,417,86,221,150
1/26/2024,Latte,North,Store B,409,148,111,217
1/26/2024,Mocha,North,Store B,587,120,241,218
1/26/2024,Espresso,East,Store C,517,130,192,239
1/26/2024,Espresso,East,Store A,481,114,72,227
1/26/2024,Mocha,East,Store C,507,199,199,171
1/26/2024,Cappuccino,West,Store C,442,124,157,185
1/26/2024,Latte,North,Store C,537,176,173,192
1/26/2024,Mocha,North,Store A,551,119,108,188
1/26/2024,Latte,South,Store A,390,4,85,399
1/26/2024,Latte,West,Store B,520,180,201,385
1/26/2024,Espresso,South,Store D,353,179,209,160
1/26/2024,Latte,North,Store A,383,97,149,254
1/26/2024,Latte,East,Store A,413,175,155,366
1/26/2024,Cappuccino,East,Store C,386,19,51,110
1/26/2024,Espresso,West,Store B,571,155,154,145
1/26/2024,Cappuccino,South,Store B,445,27,55,337
1/26/2024,Cappuccino,West,Store B,392,0,106,133
1/26/2024,Cappuccino,South,Store B,428,148,122,398
1/26/2024,Cappuccino,North,Store C,507,5,207,161
1/26/2024,Espresso,North,Store B,376,42,142,181
1/26/2024,Latte,North,Store A,545,28,194,124
1/26/2024,Mocha,North,Store B,306,31,68,210
1/27/2024,Latte,North,Store A,420,50,241,236
1/27/2024,Espresso,West,Store D,473,126,57,286
1/27/2024,Latte,East,Store A,352,198,209,336
1/27/2024,Mocha,East,Store D,378,25,207,185
1/27/2024,Mocha,North,Store B,566,54,239,396
1/27/2024,Espresso,West,Store B,566,134,137,158
1/27/2024,Cappuccino,North,Store D,341,28,164,292
1/27/2024,Mocha,South,Store D,387,185,89,325
1/27/2024,Espresso,West,Store C,502,199,243,195
1/27/2024,Mocha,East,Store B,535,82,91,338
1/27/2024,Latte,North,Store D,406,12,98,364
1/27/2024,Espresso,West,Store A,522,100,215,216
1/27/2024,Cappuccino,West,Store B,553,63,195,173
1/27/2024,Latte,South,Store D,387,15,59,247
1/27/2024,Mocha,East,Store A,465,7,203,282
1/27/2024,Espresso,West,Store A,571,36,233,268
1/27/2024,Latte,East,Store B,508,70,245,179
1/27/2024,Cappuccino,South,Store D,537,107,212,375
1/27/2024,Espresso,South,Store B,391,8,227,320
1/27/2024,Cappuccino,East,Store D,445,64,57,322
1/27/2024,Mocha,East,Store D,580,101,90,315
1/27/2024,Latte,North,Store B,507,27,101,115
1/27/2024,Mocha,South,Store D,315,81,62,233
1/27/2024,Mocha,North,Store B,556,53,141,316
1/28/2024,Latte,West,Store B,424,131,207,182
1/28/2024,Cappuccino,North,Store A,369,39,179,382
1/28/2024,Espresso,East,Store D,347,29,63,380
1/28/2024,Cappuccino,South,Store D,582,113,116,105
1/28/2024,Cappuccino,North,Store A,554,4,79,187
1/28/2024,Mocha,South,Store A,563,49,212,192
1/28/2024,Cappuccino,East,Store C,473,10,78,220
1/28/2024,Latte,North,Store C,557,95,163,108
1/28/2024,Cappuccino,North,Store B,344,119,56,264
1/28/2024,Espresso,North,Store C,458,151,224,131
1/28/2024,Cappuccino,North,Store D,465,15,71,247
1/28/2024,Latte,South,Store B,368,195,130,184
1/28/2024,Mocha,East,Store D,520,5,146,319
1/28/2024,Latte,South,Store C,405,111,95,294
1/28/2024,Cappuccino,South,Store B,547,42,150,176
1/28/2024,Latte,West,Store C,529,112,55,326
1/28/2024,Mocha,South,Store A,481,13,154,193
1/28/2024,Latte,North,Store A,337,37,82,147
1/28/2024,Latte,South,Store C,306,193,112,374
1/28/2024,Latte,North,Store A,318,185,115,398
1/28/2024,Mocha,North,Store B,380,99,241,167
1/28/2024,Latte,South,Store B,560,3,144,223
1/28/2024,Latte,North,Store B,525,30,188,203
1/28/2024,Espresso,South,Store C,321,62,150,169
1/29/2024,Latte,West,Store A,350,157,127,266
1/29/2024,Mocha,East,Store A,498,50,78,288
1/29/2024,Latte,South,Store D,365,64,128,104
1/29/2024,Espresso,South,Store A,582,146,57,281
1/29/2024,Latte,South,Store B,398,36,57,397
1/29/2024,Latte,East,Store C,576,121,179,251
1/29/2024,Mocha,West,Store C,463,42,217,161
1/29/2024,Espresso,East,Store C,435,5,233,253
1/29/2024,Latte,West,Store A,313,136,62,371
1/29/2024,Cappuccino,East,Store C,357,68,157,257
1/29/2024,Cappuccino,West,Store D,422,96,55,147
1/29/2024,Cappuccino,West,Store A,426,195,158,147
1/29/2024,Mocha,North,Store D,427,35,69,258
1/29/2024,Latte,South,Store D,499,142,133,286
1/29/2024,Cappuccino,West,Store C,381,165,140,152
1/29/2024,Mocha,East,Store C,448,180,128,192
1/29/2024,Latte,West,Store A,453,196,239,274
1/29/2024,Mocha,North,Store A,548,109,95,100
1/29/2024,Cappuccino,East,Store C,497,99,135,240
1/29/2024,Espresso,East,Store A,320,85,198,354
1/29/2024,Latte,West,Store D,567,182,129,331
1/29/2024,Cappuccino,North,Store B,579,85,188,114
1/29/2024,Cappuccino,East,Store D,537,186,227,253
1/29/2024,Espresso,West,Store C,518,47,99,376
1/30/2024,Latte,North,Store B,542,179,71,354
1/30/2024,Mocha,East,Store B,539,133,122,106
1/30/2024,Espresso,South,Store B,584,134,198,340
1/30/2024,Mocha,South,Store B,482,62,241,130
1/30/2024,Latte,West,Store B,397,85,168,281
1/30/2024,Espresso,North,Store C,376,193,241,212
1/30/2024,Latte,North,Store A,440,41,52,242
1/30/2024,Latte,North,Store A,593,45,175,248
1/30/2024,Cappuccino,East,Store A,471,169,187,381
1/30/2024,Latte,West,Store B,546,79,152,287
1/30/2024,Mocha,East,Store D,487,140,83,191
1/30/2024,Cappuccino,East,Store D,445,34,136,281
1/30/2024,Mocha,West,Store C,498,109,57,156
1/30/2024,Espresso,South,Store D,513,148,243,130
1/30/2024,Espresso,North,Store D,373,103,127,320
1/30/2024,Espresso,East,Store B,489,90,141,204
1/30/2024,Mocha,North,Store D,452,17,221,392
1/30/2024,Cappuccino,North,Store A,520,78,72,130
1/30/2024,Cappuccino,West,Store B,529,14,103,156
1/30/2024,Mocha,North,Store A,430,88,179,332
1/30/2024,Cappuccino,South,Store A,532,164,70,317
1/30/2024,Espresso,West,Store D,308,45,72,328
1/30/2024,Cappuccino,East,Store D,507,90,60,292
1/30/2024,Mocha,North,Store D,500,84,170,364
1/31/2024,Espresso,South,Store A,435,118,197,232
1/31/2024,Mocha,South,Store A,494,112,172,279
1/31/2024,Cappuccino,North,Store D,470,142,56,205
1/31/2024,Latte,East,Store B,496,91,228,374
1/31/2024,Mocha,North,Store C,558,51,54,146
1/31/2024,Cappuccino,North,Store C,524,1,172,341
1/31/2024,Mocha,East,Store B,549,47,244,209
1/31/2024,Latte,North,Store C,463,107,191,390
1/31/2024,Mocha,North,Store D,396,5,165,375
1/31/2024,Mocha,West,Store C,305,164,195,159
1/31/2024,Cappuccino,South,Store D,403,173,84,108
1/31/2024,Cappuccino,West,Store C,554,158,176,376
1/31/2024,Latte,North,Store C,427,59,113,329
1/31/2024,Mocha,East,Store A,545,141,140,251
1/31/2024,Latte,South,Store C,483,57,244,324
1/31/2024,Latte,East,Store D,586,50,144,356
1/31/2024,Cappuccino,North,Store A,338,53,145,210
1/31/2024,Cappuccino,South,Store B,391,137,101,273
1/31/2024,Cappuccino,West,Store B,468,162,161,176
1/31/2024,Cappuccino,East,Store B,345,80,56,329
1/31/2024,Mocha,North,Store B,380,126,114,213
1/31/2024,Latte,South,Store B,379,40,167,256
1/31/2024,Latte,West,Store C,476,4,121,170
1/31/2024,Espresso,East,Store C,583,100,82,368
2/1/2024,Espresso,North,Store B,392,8,226,260
2/1/2024,Latte,West,Store A,418,150,155,313
2/1/2024,Cappuccino,South,Store D,467,95,75,369
2/1/2024,Cappuccino,South,Store A,410,75,219,213
2/1/2024,Espresso,North,Store C,468,162,132,116
2/1/2024,Latte,South,Store C,440,117,209,295
2/1/2024,Cappuccino,East,Store A,381,34,216,336
2/1/2024,Mocha,North,Store A,489,31,145,295
2/1/2024,Cappuccino,South,Store A,529,9,54,317
2/1/2024,Cappuccino,East,Store D,474,84,135,163
2/1/2024,Cappuccino,South,Store B,302,162,216,277
2/1/2024,Espresso,North,Store D,471,182,173,307
2/1/2024,Latte,North,Store B,560,76,163,363
2/1/2024,Cappuccino,South,Store B,389,44,54,263
2/1/2024,Cappuccino,South,Store A,390,116,90,201
2/1/2024,Mocha,South,Store B,460,4,186,176
2/1/2024,Espresso,East,Store C,431,92,134,103
2/1/2024,Mocha,East,Store D,505,55,193,373
2/1/2024,Espresso,North,Store A,357,175,65,190
2/1/2024,Espresso,South,Store C,411,86,102,247
2/1/2024,Cappuccino,North,Store B,395,142,162,216
2/1/2024,Latte,East,Store C,341,168,205,302
2/1/2024,Espresso,East,Store D,522,32,144,113
2/1/2024,Espresso,South,Store A,455,6,228,141
2/2/2024,Mocha,West,Store A,452,143,175,120
2/2/2024,Mocha,West,Store D,370,124,197,313
2/2/2024,Cappuccino,East,Store D,307,155,229,394
2/2/2024,Espresso,North,Store B,538,142,202,170
2/2/2024,Cappuccino,North,Store D,393,40,218,360
2/2/2024,Espresso,South,Store D,450,184,241,380
2/2/2024,Cappuccino,West,Store D,325,165,51,138
2/2/2024,Mocha,South,Store C,330,146,220,139
2/2/2024,Cappuccino,North,Store B,318,71,186,372
2/2/2024,Latte,East,Store D,329,173,239,366
2/2/2024,Cappuccino,West,Store D,511,138,64,141
2/2/2024,Espresso,North,Store B,432,56,101,361
2/2/2024,Mocha,East,Store D,404,25,205,246
2/2/2024,Espresso,East,Store C,369,163,213,228
2/2/2024,Espresso,West,Store B,521,134,99,146
2/2/2024,Mocha,North,Store A,492,93,131,320
2/2/2024,Mocha,East,Store B,409,176,214,103
2/2/2024,Espresso,West,Store C,545,34,154,139
2/2/2024,Espresso,South,Store D,500,136,133,123
2/2/2024,Mocha,West,Store A,397,33,238,154
2/2/2024,Espresso,West,Store B,545,159,55,216
2/2/2024,Cappuccino,East,Store C,305,83,83,341
2/2/2024,Espresso,North,Store C,312,14,149,130
2/2/2024,Mocha,South,Store A,309,85,204,392
2/3/2024,Latte,East,Store C,541,171,213,238
2/3/2024,Mocha,North,Store D,401,180,213,312
2/3/2024,Espresso,South,Store B,460,153,83,349
2/3/2024,Latte,East,Store C,537,112,97,190
2/3/2024,Cappuccino,East,Store C,460,27,105,169
2/3/2024,Espresso,North,Store B,493,127,119,188
2/3/2024,Latte,South,Store D,536,180,213,260
2/3/2024,Mocha,East,Store B,331,44,227,377
2/3/2024,Cappuccino,East,Store A,467,4,99,179
2/3/2024,Mocha,North,Store D,498,138,166,229
2/3/2024,Latte,South,Store B,462,6,83,321
2/3/2024,Cappuccino,North,Store C,335,167,222,136
2/3/2024,Espresso,North,Store A,324,93,157,285
2/3/2024,Espresso,North,Store C,470,114,117,211
2/3/2024,Cappuccino,West,Store C,475,42,172,294
2/3/2024,Espresso,South,Store B,505,65,178,334
2/3/2024,Latte,South,Store C,503,68,75,327
2/3/2024,Latte,East,Store A,422,102,181,300
2/3/2024,Latte,West,Store A,438,198,96,186
2/3/2024,Espresso,South,Store B,416,142,231,312
2/3/2024,Espresso,East,Store B,560,101,158,277
2/3/2024,Cappuccino,South,Store A,522,122,189,367
2/3/2024,Cappuccino,North,Store A,403,31,114,179
2/3/2024,Mocha,South,Store D,331,165,94,395
2/4/2024,Espresso,East,Store A,591,120,99,203
2/4/2024,Mocha,North,Store A,415,37,227,329
2/4/2024,Espresso,West,Store B,556,66,72,290
2/4/2024,Cappuccino,East,Store C,349,53,81,158
2/4/2024,Espresso,West,Store A,345,65,64,297
2/4/2024,Latte,North,Store C,592,17,203,355
2/4/2024,Cappuccino,North,Store C,539,1,127,337
2/4/2024,Espresso,North,Store D,306,190,151,337
2/4/2024,Mocha,East,Store D,386,11,247,392
2/4/2024,Cappuccino,South,Store B,415,56,104,338
2/4/2024,Espresso,East,Store D,430,26,202,323
2/4/2024,Cappuccino,West,Store D,582,116,240,231
2/4/2024,Cappuccino,West,Store A,551,55,75,104
2/4/2024,Espresso,South,Store D,593,83,193,398
2/4/2024,Latte,West,Store A,467,80,229,230
2/4/2024,Cappuccino,West,Store C,486,5,131,388
2/4/2024,Cappuccino,North,Store D,547,168,109,105
2/4/2024,Espresso,South,Store D,429,35,84,391
2/4/2024,Espresso,East,Store C,574,140,228,333
2/4/2024,Espresso,South,Store A,383,193,129,274
2/4/2024,Cappuccino,South,Store B,596,196,133,227
2/4/2024,Espresso,North,Store C,450,131,175,266
2/4/2024,Mocha,North,Store D,312,134,215,104
2/4/2024,Latte,East,Store C,496,18,227,261
2/5/2024,Latte,South,Store C,545,65,128,277
2/5/2024,Latte,South,Store B,362,192,246,157
2/5/2024,Espresso,West,Store D,460,192,181,259
2/5/2024,Espresso,West,Store D,583,136,67,231
2/5/2024,Espresso,West,Store B,431,121,228,334
2/5/2024,Espresso,West,Store A,502,23,77,221
2/5/2024,Cappuccino,East,Store A,440,61,110,263
2/5/2024,Espresso,South,Store D,598,121,128,379
2/5/2024,Espresso,East,Store C,491,107,132,247
2/5/2024,Espresso,South,Store B,429,154,181,277
2/5/2024,Mocha,South,Store C,402,150,136,216
2/5/2024,Cappuccino,North,Store B,472,96,219,216
2/5/2024,Cappuccino,North,Store B,415,94,200,273
2/5/2024,Mocha,East,Store B,366,67,223,266
2/5/2024,Latte,East,Store A,530,194,73,309
2/5/2024,Espresso,East,Store D,338,107,236,271
2/5/2024,Cappuccino,East,Store C,462,130,138,103
2/5/2024,Cappuccino,West,Store B,307,113,141,161
2/5/2024,Cappuccino,East,Store B,404,37,86,251
2/5/2024,Cappuccino,South,Store B,546,88,237,132
2/5/2024,Espresso,South,Store C,368,44,209,387
2/5/2024,Latte,East,Store C,430,11,144,326
2/5/2024,Latte,West,Store B,594,71,217,364
2/5/2024,Latte,East,Store C,369,135,108,340
2/6/2024,Latte,West,Store C,423,52,72,141
2/6/2024,Mocha,South,Store D,511,96,112,229
2/6/2024,Latte,East,Store C,494,60,96,247
2/6/2024,Latte,West,Store C,482,12,72,260
2/6/2024,Cappuccino,North,Store A,351,0,173,373
2/6/2024,Latte,North,Store D,343,24,202,175
2/6/2024,Latte,North,Store C,342,160,202,384
2/6/2024,Mocha,East,Store B,353,21,67,323
2/6/2024,Mocha,South,Store D,330,1,139,204
2/6/2024,Mocha,East,Store C,470,105,205,311
2/6/2024,Mocha,East,Store A,402,149,227,179
2/6/2024,Latte,West,Store A,322,151,169,158
2/6/2024,Cappuccino,East,Store A,563,92,198,227
2/6/2024,Latte,South,Store A,575,60,65,327
2/6/2024,Espresso,East,Store A,588,3,153,224
2/6/2024,Espresso,North,Store D,571,68,169,216
2/6/2024,Cappuccino,North,Store A,490,74,75,385
2/6/2024,Mocha,West,Store B,510,136,110,130
2/6/2024,Espresso,West,Store C,495,18,90,118
2/6/2024,Espresso,South,Store A,590,14,179,360
2/6/2024,Espresso,West,Store D,593,193,213,373
2/6/2024,Latte,South,Store A,412,179,53,259
2/6/2024,Mocha,North,Store C,493,76,177,215
2/6/2024,Cappuccino,North,Store B,425,74,52,187
2/7/2024,Mocha,North,Store B,453,74,239,129
2/7/2024,Latte,North,Store B,567,63,109,351
2/7/2024,Espresso,West,Store C,535,106,245,269
2/7/2024,Cappuccino,West,Store B,564,121,179,215
2/7/2024,Cappuccino,East,Store B,474,94,71,242
2/7/2024,Latte,West,Store B,444,11,150,241
2/7/2024,Mocha,East,Store D,337,86,141,124
2/7/2024,Latte,North,Store B,572,157,125,154
2/7/2024,Latte,East,Store C,315,129,210,281
2/7/2024,Mocha,North,Store D,594,14,164,319
2/7/2024,Mocha,South,Store B,301,99,187,347
2/7/2024,Mocha,West,Store A,598,142,85,135
2/7/2024,Espresso,South,Store A,523,131,232,212
2/7/2024,Latte,South,Store A,328,88,190,337
2/7/2024,Espresso,North,Store B,473,58,94,306
2/7/2024,Cappuccino,East,Store D,573,117,203,365
2/7/2024,Latte,East,Store B,477,194,129,326
2/7/2024,Mocha,West,Store D,327,165,142,175
2/7/2024,Cappuccino,North,Store C,569,158,114,327
2/7/2024,Mocha,North,Store C,435,16,102,296
2/7/2024,Latte,South,Store A,584,148,86,305
2/7/2024,Latte,West,Store B,573,130,103,366
2/7/2024,Espresso,East,Store A,351,31,113,250
2/7/2024,Mocha,South,Store D,556,104,172,284
2/8/2024,Mocha,West,Store C,371,148,158,327
2/8/2024,Mocha,South,Store D,533,180,209,277
2/8/2024,Espresso,West,Store A,512,171,156,220
2/8/2024,Mocha,South,Store C,434,30,163,396
2/8/2024,Espresso,North,Store A,368,56,135,290
2/8/2024,Latte,South,Store D,375,154,180,328
2/8/2024,Espresso,West,Store B,597,86,207,332
2/8/2024,Mocha,South,Store D,588,35,98,161
2/8/2024,Mocha,North,Store C,504,168,140,154
2/8/2024,Mocha,East,Store A,474,102,185,231
2/8/2024,Espresso,West,Store C,336,45,155,296
2/8/2024,Cappuccino,West,Store A,439,25,52,158
2/8/2024,Latte,East,Store B,448,72,67,171
2/8/2024,Espresso,South,Store D,598,84,210,198
2/8/2024,Mocha,West,Store A,360,167,196,178
2/8/2024,Latte,South,Store B,562,40,52,336
2/8/2024,Latte,East,Store B,432,15,228,176
2/8/2024,Latte,North,Store C,546,145,203,202
2/8/2024,Latte,North,Store D,591,109,150,272
2/8/2024,Mocha,East,Store C,542,0,178,351
2/8/2024,Mocha,West,Store B,332,172,127,127
2/8/2024,Mocha,West,Store D,429,39,227,372
2/8/2024,Cappuccino,North,Store A,546,190,51,265
2/8/2024,Latte,North,Store B,523,144,211,194
2/9/2024,Cappuccino,East,Store C,434,120,119,218
2/9/2024,Mocha,East,Store D,364,24,140,348
2/9/2024,Cappuccino,North,Store A,582,177,211,168
2/9/2024,Cappuccino,West,Store B,368,59,166,173
2/9/2024,Espresso,East,Store D,314,196,99,230
2/9/2024,Espresso,North,Store A,513,145,78,226
2/9/2024,Cappuccino,South,Store D,538,53,221,250
2/9/2024,Cappuccino,North,Store C,508,195,236,226
2/9/2024,Cappuccino,East,Store B,438,96,51,159
2/9/2024,Espresso,North,Store A,408,1,181,396
2/9/2024,Mocha,South,Store B,446,90,140,116
2/9/2024,Espresso,North,Store B,327,127,191,179
2/9/2024,Mocha,North,Store A,445,93,249,184
2/9/2024,Espresso,North,Store C,487,134,61,281
2/9/2024,Espresso,East,Store C,307,109,193,358
2/9/2024,Espresso,South,Store D,432,38,99,363
2/9/2024,Mocha,East,Store A,527,177,93,326
