Promotion ID,Product,Promotion Type,Start Date,End Date,Regions Targeted,Success Rate (%)
P0408,Espresso,BOGO,1/17/2024,1/18/2024,East,34.63
P0409,Mocha,Free Sample,1/18/2024,1/19/2024,West,59.8
P0410,Cappuccino,BOGO,1/18/2024,1/19/2024,North,38.21
P0411,Latte,Free Sample,1/18/2024,1/19/2024,North,29.27
P0412,Espresso,Bundle,1/18/2024,1/19/2024,North,88.99
P0413,Mocha,Bundle,1/18/2024,1/19/2024,West,83.98
P0414,Latte,BOGO,1/18/2024,1/19/2024,West,18.34
P0415,Latte,Free Sample,1/18/2024,1/19/2024,West,27.12
P0416,Mocha,BOGO,1/18/2024,1/19/2024,West,43.53
P0417,Cappuccino,Free Sample,1/18/2024,1/19/2024,North,62.53
P0418,Espresso,Free Sample,1/18/2024,1/19/2024,South,51.07
P0419,Mocha,Discount,1/18/2024,1/19/2024,East,81.97
P0420,Latte,BOGO,1/18/2024,1/19/2024,South,88.98
P0421,Latte,Discount,1/18/2024,1/19/2024,South,40.63
P0422,Cappuccino,Discount,1/18/2024,1/19/2024,South,11.4
P0423,Mocha,BOGO,1/18/2024,1/19/2024,South,45.86
P0424,Cappuccino,Discount,1/18/2024,1/19/2024,West,63.82
P0425,Espresso,Discount,1/18/2024,1/19/2024,West,85.03
P0426,Latte,Bundle,1/18/2024,1/19/2024,East,59.21
P0427,Cappuccino,Discount,1/18/2024,1/19/2024,West,32.38
P0428,Latte,Discount,1/18/2024,1/19/2024,East,25.96
P0429,Espresso,Free Sample,1/18/2024,1/19/2024,South,17.46
P0430,Mocha,Free Sample,1/18/2024,1/19/2024,South,53.37
P0431,Latte,Bundle,1/18/2024,1/19/2024,West,24.02
P0432,Latte,Free Sample,1/18/2024,1/19/2024,North,27.01
P0433,Cappuccino,Discount,1/19/2024,1/20/2024,West,45.03
P0434,Latte,BOGO,1/19/2024,1/20/2024,West,31.5
P0435,Espresso,Free Sample,1/19/2024,1/20/2024,North,55.78
P0436,Espresso,Discount,1/19/2024,1/20/2024,North,12.15
P0437,Cappuccino,BOGO,1/19/2024,1/20/2024,South,88.97
P0438,Espresso,Bundle,1/19/2024,1/20/2024,North,62.55
P0439,Espresso,Discount,1/19/2024,1/20/2024,West,60.81
P0440,Espresso,Bundle,1/19/2024,1/20/2024,West,78.21
P0441,Cappuccino,BOGO,1/19/2024,1/20/2024,South,81.34
P0442,Espresso,Discount,1/19/2024,1/20/2024,North,86.55
P0443,Latte,Bundle,1/19/2024,1/20/2024,East,24.48
P0444,Mocha,Discount,1/19/2024,1/20/2024,West,43.95
P0445,Latte,Bundle,1/19/2024,1/20/2024,South,38.69
P0446,Latte,BOGO,1/19/2024,1/20/2024,East,17.28
P0447,Espresso,BOGO,1/19/2024,1/20/2024,East,64.87
P0448,Espresso,Free Sample,1/19/2024,1/20/2024,West,16.72
P0449,Latte,BOGO,1/19/2024,1/20/2024,North,44.28
P0450,Mocha,Bundle,1/19/2024,1/20/2024,West,30.4
P0451,Cappuccino,Bundle,1/19/2024,1/20/2024,South,88.07
P0452,Cappuccino,BOGO,1/19/2024,1/20/2024,South,46.68
P0453,Cappuccino,BOGO,1/19/2024,1/20/2024,West,83.82
P0454,Mocha,Bundle,1/19/2024,1/20/2024,North,49.53
P0455,Espresso,BOGO,1/19/2024,1/20/2024,South,89.15
P0456,Mocha,BOGO,1/19/2024,1/20/2024,West,26.77
P0457,Mocha,BOGO,1/20/2024,1/21/2024,West,71.15
P0458,Cappuccino,Free Sample,1/20/2024,1/21/2024,East,83.26
P0459,Espresso,Free Sample,1/20/2024,1/21/2024,North,13.85
P0460,Mocha,Free Sample,1/20/2024,1/21/2024,West,33.93
P0461,Latte,Discount,1/20/2024,1/21/2024,South,80.17
P0462,Latte,Discount,1/20/2024,1/21/2024,North,24.41
P0463,Mocha,Free Sample,1/20/2024,1/21/2024,East,73.31
P0464,Latte,Bundle,1/20/2024,1/21/2024,North,41.32
P0465,Latte,Bundle,1/20/2024,1/21/2024,West,19.11
P0466,Espresso,Discount,1/20/2024,1/21/2024,West,48.19
P0467,Latte,Discount,1/20/2024,1/21/2024,East,55.38
P0468,Latte,Free Sample,1/20/2024,1/21/2024,West,32.78
P0469,Espresso,Discount,1/20/2024,1/21/2024,East,15.15
P0470,Espresso,BOGO,1/20/2024,1/21/2024,East,70.96
P0471,Latte,Free Sample,1/20/2024,1/21/2024,East,20.81
P0472,Latte,Bundle,1/20/2024,1/21/2024,North,70.61
P0473,Latte,Free Sample,1/20/2024,1/21/2024,East,84.27
P0474,Cappuccino,Discount,1/20/2024,1/21/2024,East,20.7
P0475,Espresso,Bundle,1/20/2024,1/21/2024,North,51.87
P0476,Mocha,BOGO,1/20/2024,1/21/2024,North,33.9
P0477,Espresso,BOGO,1/20/2024,1/21/2024,South,88.63
P0478,Mocha,BOGO,1/20/2024,1/21/2024,South,25.33
P0479,Cappuccino,Bundle,1/20/2024,1/21/2024,South,27.63
P0480,Latte,BOGO,1/20/2024,1/21/2024,West,32.98
P0481,Cappuccino,Free Sample,1/21/2024,1/22/2024,East,74.91
P0482,Mocha,BOGO,1/21/2024,1/22/2024,South,72.78
P0483,Latte,Free Sample,1/21/2024,1/22/2024,West,72.61
P0484,Espresso,BOGO,1/21/2024,1/22/2024,South,40.8
P0485,Cappuccino,Free Sample,1/21/2024,1/22/2024,North,54.91
P0486,Mocha,BOGO,1/21/2024,1/22/2024,West,55.11
P0487,Cappuccino,BOGO,1/21/2024,1/22/2024,East,16.97
P0488,Latte,Free Sample,1/21/2024,1/22/2024,West,27.42
P0489,Espresso,Discount,1/21/2024,1/22/2024,West,29.51
P0490,Latte,Free Sample,1/21/2024,1/22/2024,South,85.53
P0491,Mocha,Discount,1/21/2024,1/22/2024,North,22.94
P0492,Cappuccino,Free Sample,1/21/2024,1/22/2024,West,62.24
P0493,Latte,Free Sample,1/21/2024,1/22/2024,East,64.91
P0494,Cappuccino,BOGO,1/21/2024,1/22/2024,East,21.6
P0495,Espresso,Discount,1/21/2024,1/22/2024,East,10.25
P0496,Espresso,Discount,1/21/2024,1/22/2024,East,81.15
P0497,Espresso,Bundle,1/21/2024,1/22/2024,East,72.9
P0498,Espresso,Free Sample,1/21/2024,1/22/2024,West,50.29
P0499,Latte,Bundle,1/21/2024,1/22/2024,South,20.86
P0500,Espresso,Discount,1/21/2024,1/22/2024,South,71.45
P0501,Cappuccino,Free Sample,1/21/2024,1/22/2024,East,41.7
P0502,Mocha,Bundle,1/21/2024,1/22/2024,South,11.9
P0503,Mocha,Discount,1/21/2024,1/22/2024,South,28.58
P0504,Mocha,Bundle,1/21/2024,1/22/2024,North,62.13
P0505,Mocha,Free Sample,1/22/2024,1/23/2024,South,20.33
P0506,Espresso,Discount,1/22/2024,1/23/2024,North,63.71
P0507,Latte,BOGO,1/22/2024,1/23/2024,West,46.35
P0508,Mocha,Bundle,1/22/2024,1/23/2024,South,22.73
P0509,Latte,BOGO,1/22/2024,1/23/2024,North,21.53
P0510,Mocha,BOGO,1/22/2024,1/23/2024,East,40.8
P0511,Latte,BOGO,1/22/2024,1/23/2024,South,13.14
P0512,Espresso,Bundle,1/22/2024,1/23/2024,North,28.23
P0513,Latte,Discount,1/22/2024,1/23/2024,West,14.6
P0514,Espresso,Free Sample,1/22/2024,1/23/2024,East,38.77
P0515,Mocha,Free Sample,1/22/2024,1/23/2024,West,67.49
P0516,Mocha,Free Sample,1/22/2024,1/23/2024,East,12.13
P0517,Latte,Bundle,1/22/2024,1/23/2024,South,65.7
P0518,Espresso,Discount,1/22/2024,1/23/2024,West,45.51
P0519,Latte,BOGO,1/22/2024,1/23/2024,South,14.38
P0520,Latte,Free Sample,1/22/2024,1/23/2024,East,68.36
P0521,Latte,Bundle,1/22/2024,1/23/2024,East,61.51
P0522,Latte,Bundle,1/22/2024,1/23/2024,West,32.44
P0523,Espresso,Discount,1/22/2024,1/23/2024,East,55.05
P0524,Latte,BOGO,1/22/2024,1/23/2024,North,54.29
P0525,Mocha,BOGO,1/22/2024,1/23/2024,South,44.2
P0526,Latte,BOGO,1/22/2024,1/23/2024,North,63.85
P0527,Cappuccino,Discount,1/22/2024,1/23/2024,South,40.14
P0528,Cappuccino,BOGO,1/22/2024,1/23/2024,West,52.22
P0529,Latte,Free Sample,1/23/2024,1/24/2024,East,75.29
P0530,Espresso,BOGO,1/23/2024,1/24/2024,East,58.8
P0531,Latte,Free Sample,1/23/2024,1/24/2024,South,18.59
P0532,Cappuccino,BOGO,1/23/2024,1/24/2024,West,44.4
P0533,Espresso,Discount,1/23/2024,1/24/2024,East,41.62
P0534,Espresso,Free Sample,1/23/2024,1/24/2024,West,21.74
P0535,Espresso,Bundle,1/23/2024,1/24/2024,East,80.8
P0536,Cappuccino,Free Sample,1/23/2024,1/24/2024,East,70.87
P0537,Latte,BOGO,1/23/2024,1/24/2024,East,47.04
P0538,Cappuccino,Bundle,1/23/2024,1/24/2024,East,24.16
P0539,Mocha,Free Sample,1/23/2024,1/24/2024,South,74.37
P0540,Latte,Bundle,1/23/2024,1/24/2024,North,67.38
P0541,Latte,Discount,1/23/2024,1/24/2024,North,77.1
P0542,Latte,Discount,1/23/2024,1/24/2024,North,46.79
P0543,Mocha,Free Sample,1/23/2024,1/24/2024,West,34.52
P0544,Latte,Discount,1/23/2024,1/24/2024,South,48.39
P0545,Espresso,Bundle,1/23/2024,1/24/2024,East,20.97
P0546,Cappuccino,BOGO,1/23/2024,1/24/2024,West,76.27
P0547,Espresso,Free Sample,1/23/2024,1/24/2024,North,76.72
P0548,Espresso,Free Sample,1/23/2024,1/24/2024,North,85.94
P0549,Cappuccino,Discount,1/23/2024,1/24/2024,West,70.97
P0550,Espresso,Discount,1/23/2024,1/24/2024,South,48.81
P0551,Cappuccino,Bundle,1/23/2024,1/24/2024,West,42.4
P0552,Espresso,Bundle,1/23/2024,1/24/2024,South,62.15
P0553,Cappuccino,Discount,1/24/2024,1/25/2024,North,27.6
P0554,Mocha,BOGO,1/24/2024,1/25/2024,South,51.46
P0555,Latte,BOGO,1/24/2024,1/25/2024,North,49.89
P0556,Cappuccino,Free Sample,1/24/2024,1/25/2024,West,68.9
P0557,Cappuccino,Free Sample,1/24/2024,1/25/2024,West,14.61
P0558,Espresso,Bundle,1/24/2024,1/25/2024,North,69.98
P0559,Latte,Free Sample,1/24/2024,1/25/2024,South,61.01
P0560,Latte,Free Sample,1/24/2024,1/25/2024,West,40.46
P0561,Cappuccino,Free Sample,1/24/2024,1/25/2024,East,30.25
P0562,Espresso,Free Sample,1/24/2024,1/25/2024,East,78.35
P0563,Mocha,Discount,1/24/2024,1/25/2024,East,24.95
P0564,Cappuccino,Free Sample,1/24/2024,1/25/2024,North,30.37
P0565,Mocha,Free Sample,1/24/2024,1/25/2024,North,33.8
P0566,Mocha,Discount,1/24/2024,1/25/2024,East,66.81
P0567,Latte,Discount,1/24/2024,1/25/2024,South,68.54
P0568,Espresso,Discount,1/24/2024,1/25/2024,West,38.14
P0569,Latte,Free Sample,1/24/2024,1/25/2024,West,79.04
P0570,Cappuccino,Discount,1/24/2024,1/25/2024,North,74.16
P0571,Latte,Free Sample,1/24/2024,1/25/2024,North,67.35
P0572,Espresso,BOGO,1/24/2024,1/25/2024,East,24.78
P0573,Latte,BOGO,1/24/2024,1/25/2024,East,75.17
P0574,Espresso,Free Sample,1/24/2024,1/25/2024,East,46.44
P0575,Mocha,Free Sample,1/24/2024,1/25/2024,East,15.73
P0576,Espresso,Discount,1/24/2024,1/25/2024,South,37.07
P0577,Espresso,Discount,1/25/2024,1/26/2024,East,55.81
P0578,Mocha,BOGO,1/25/2024,1/26/2024,West,50.16
P0579,Cappuccino,BOGO,1/25/2024,1/26/2024,East,62.71
P0580,Cappuccino,BOGO,1/25/2024,1/26/2024,East,69.68
P0581,Latte,Bundle,1/25/2024,1/26/2024,South,22.68
P0582,Cappuccino,Free Sample,1/25/2024,1/26/2024,South,19.86
P0583,Cappuccino,Discount,1/25/2024,1/26/2024,West,60.96
P0584,Latte,Discount,1/25/2024,1/26/2024,West,54.57
P0585,Latte,Free Sample,1/25/2024,1/26/2024,South,11.32
P0586,Mocha,Discount,1/25/2024,1/26/2024,North,22.93
P0587,Cappuccino,Free Sample,1/25/2024,1/26/2024,North,48.27
P0588,Cappuccino,BOGO,1/25/2024,1/26/2024,West,58.53
P0589,Espresso,BOGO,1/25/2024,1/26/2024,South,61.13
P0590,Mocha,BOGO,1/25/2024,1/26/2024,West,22.92
P0591,Espresso,Discount,1/25/2024,1/26/2024,South,22.56
P0592,Espresso,Free Sample,1/25/2024,1/26/2024,South,59.33
P0593,Espresso,BOGO,1/25/2024,1/26/2024,East,68.6
P0594,Latte,Bundle,1/25/2024,1/26/2024,West,60.78
P0595,Cappuccino,Free Sample,1/25/2024,1/26/2024,West,39.15
P0596,Latte,BOGO,1/25/2024,1/26/2024,East,17.11
P0597,Espresso,Free Sample,1/25/2024,1/26/2024,South,32.65
P0598,Cappuccino,Discount,1/25/2024,1/26/2024,West,28.18
P0599,Mocha,Free Sample,1/25/2024,1/26/2024,West,11.64
P0600,Espresso,BOGO,1/25/2024,1/26/2024,West,39.66
P0601,Cappuccino,Free Sample,1/26/2024,1/27/2024,West,54.43
P0602,Espresso,Discount,1/26/2024,1/27/2024,East,66.62
P0603,Mocha,Bundle,1/26/2024,1/27/2024,North,51.53
P0604,Cappuccino,Bundle,1/26/2024,1/27/2024,West,79.64
P0605,Cappuccino,Free Sample,1/26/2024,1/27/2024,East,76.15
P0606,Mocha,Free Sample,1/26/2024,1/27/2024,North,39.68
P0607,Latte,Discount,1/26/2024,1/27/2024,West,28.68
P0608,Mocha,Discount,1/26/2024,1/27/2024,East,81.45
P0609,Latte,Discount,1/26/2024,1/27/2024,South,52.7
P0610,Cappuccino,Bundle,1/26/2024,1/27/2024,South,24.64
P0611,Mocha,Free Sample,1/26/2024,1/27/2024,East,64.02
P0612,Latte,Free Sample,1/26/2024,1/27/2024,South,87.0
P0613,Cappuccino,Discount,1/26/2024,1/27/2024,West,37.36
P0614,Mocha,Free Sample,1/26/2024,1/27/2024,South,71.13
P0615,Mocha,Free Sample,1/26/2024,1/27/2024,North,46.54
P0616,Latte,BOGO,1/26/2024,1/27/2024,South,74.35
P0617,Espresso,Free Sample,1/26/2024,1/27/2024,West,40.88
P0618,Latte,Bundle,1/26/2024,1/27/2024,East,37.99
P0619,Latte,BOGO,1/26/2024,1/27/2024,West,65.4
P0620,Latte,Discount,1/26/2024,1/27/2024,West,31.36
P0621,Espresso,Discount,1/26/2024,1/27/2024,East,42.82
P0622,Mocha,Bundle,1/26/2024,1/27/2024,South,60.97
P0623,Latte,Free Sample,1/26/2024,1/27/2024,North,81.86
P0624,Espresso,Bundle,1/26/2024,1/27/2024,North,74.58
P0625,Espresso,Free Sample,1/27/2024,1/28/2024,West,74.85
P0626,Mocha,Free Sample,1/27/2024,1/28/2024,South,48.57
P0627,Cappuccino,BOGO,1/27/2024,1/28/2024,West,23.7
P0628,Latte,Bundle,1/27/2024,1/28/2024,East,49.72
P0629,Mocha,Discount,1/27/2024,1/28/2024,North,84.7
P0630,Cappuccino,Bundle,1/27/2024,1/28/2024,East,23.54
P0631,Cappuccino,Bundle,1/27/2024,1/28/2024,North,87.95
P0632,Espresso,Free Sample,1/27/2024,1/28/2024,East,75.87
P0633,Cappuccino,Discount,1/27/2024,1/28/2024,East,20.76
P0634,Latte,Free Sample,1/27/2024,1/28/2024,East,69.17
P0635,Cappuccino,Discount,1/27/2024,1/28/2024,North,41.27
P0636,Latte,Discount,1/27/2024,1/28/2024,South,27.18
P0637,Mocha,Discount,1/27/2024,1/28/2024,North,82.23
P0638,Latte,Discount,1/27/2024,1/28/2024,South,10.08
P0639,Mocha,Discount,1/27/2024,1/28/2024,West,81.57
P0640,Cappuccino,Bundle,1/27/2024,1/28/2024,South,63.87
P0641,Latte,Bundle,1/27/2024,1/28/2024,North,52.3
P0642,Mocha,Free Sample,1/27/2024,1/28/2024,East,78.98
P0643,Mocha,BOGO,1/27/2024,1/28/2024,East,44.12
P0644,Latte,Bundle,1/27/2024,1/28/2024,East,58.98
P0645,Cappuccino,BOGO,1/27/2024,1/28/2024,West,42.09
P0646,Latte,BOGO,1/27/2024,1/28/2024,North,80.03
P0647,Latte,Discount,1/27/2024,1/28/2024,North,57.33
P0648,Cappuccino,BOGO,1/27/2024,1/28/2024,South,54.09
P0649,Espresso,Discount,1/28/2024,1/29/2024,East,78.03
P0650,Espresso,Free Sample,1/28/2024,1/29/2024,North,69.01
P0651,Mocha,Free Sample,1/28/2024,1/29/2024,East,12.54
P0652,Latte,BOGO,1/28/2024,1/29/2024,North,13.06
P0653,Cappuccino,Discount,1/28/2024,1/29/2024,South,65.89
P0654,Cappuccino,Bundle,1/28/2024,1/29/2024,North,73.14
P0655,Mocha,BOGO,1/28/2024,1/29/2024,North,18.15
P0656,Latte,BOGO,1/28/2024,1/29/2024,North,28.16
P0657,Mocha,BOGO,1/28/2024,1/29/2024,East,29.67
P0658,Latte,Free Sample,1/28/2024,1/29/2024,South,39.72
P0659,Cappuccino,Free Sample,1/28/2024,1/29/2024,West,58.94
P0660,Espresso,BOGO,1/28/2024,1/29/2024,East,43.73
P0661,Cappuccino,Free Sample,1/28/2024,1/29/2024,East,39.83
P0662,Espresso,BOGO,1/28/2024,1/29/2024,North,37.6
P0663,Latte,BOGO,1/28/2024,1/29/2024,East,53.49
P0664,Cappuccino,Free Sample,1/28/2024,1/29/2024,East,12.39
P0665,Mocha,BOGO,1/28/2024,1/29/2024,East,77.03
P0666,Cappuccino,Bundle,1/28/2024,1/29/2024,East,48.6
P0667,Mocha,Bundle,1/28/2024,1/29/2024,West,47.85
P0668,Cappuccino,Discount,1/28/2024,1/29/2024,East,54.74
P0669,Cappuccino,BOGO,1/28/2024,1/29/2024,West,66.66
P0670,Mocha,Free Sample,1/28/2024,1/29/2024,West,84.77
P0671,Cappuccino,Bundle,1/28/2024,1/29/2024,West,28.57
P0672,Latte,Discount,1/28/2024,1/29/2024,North,54.88
P0673,Cappuccino,Bundle,1/29/2024,1/30/2024,North,44.22
P0674,Latte,BOGO,1/29/2024,1/30/2024,East,54.51
P0675,Mocha,Discount,1/29/2024,1/30/2024,West,76.7
P0676,Espresso,BOGO,1/29/2024,1/30/2024,East,30.55
P0677,Cappuccino,Discount,1/29/2024,1/30/2024,West,62.26
P0678,Cappuccino,Free Sample,1/29/2024,1/30/2024,South,65.86
P0679,Latte,Discount,1/29/2024,1/30/2024,East,70.15
P0680,Espresso,Free Sample,1/29/2024,1/30/2024,West,58.0
P0681,Espresso,BOGO,1/29/2024,1/30/2024,West,80.82
P0682,Mocha,Discount,1/29/2024,1/30/2024,South,55.21
P0683,Cappuccino,BOGO,1/29/2024,1/30/2024,South,11.77
P0684,Cappuccino,Free Sample,1/29/2024,1/30/2024,South,49.33
P0685,Mocha,Free Sample,1/29/2024,1/30/2024,West,27.84
P0686,Cappuccino,Discount,1/29/2024,1/30/2024,South,54.56
P0687,Mocha,BOGO,1/29/2024,1/30/2024,South,83.25
P0688,Mocha,BOGO,1/29/2024,1/30/2024,North,33.5
P0689,Espresso,Discount,1/29/2024,1/30/2024,South,25.63
P0690,Latte,BOGO,1/29/2024,1/30/2024,South,54.18
P0691,Cappuccino,Bundle,1/29/2024,1/30/2024,West,47.63
P0692,Cappuccino,Discount,1/29/2024,1/30/2024,East,83.74
P0693,Mocha,BOGO,1/29/2024,1/30/2024,East,14.7
P0694,Cappuccino,Bundle,1/29/2024,1/30/2024,West,47.66
P0695,Cappuccino,Discount,1/29/2024,1/30/2024,West,76.0
P0696,Espresso,Free Sample,1/29/2024,1/30/2024,East,79.79
P0697,Cappuccino,Discount,1/30/2024,1/31/2024,East,44.72
P0698,Latte,Discount,1/30/2024,1/31/2024,South,86.96
P0699,Latte,Free Sample,1/30/2024,1/31/2024,East,34.58
P0700,Latte,BOGO,1/30/2024,1/31/2024,South,35.23
P0701,Latte,Free Sample,1/30/2024,1/31/2024,West,47.76
P0702,Espresso,Bundle,1/30/2024,1/31/2024,North,16.74
P0703,Mocha,Discount,1/30/2024,1/31/2024,East,45.9
P0704,Espresso,BOGO,1/30/2024,1/31/2024,South,46.12
P0705,Mocha,BOGO,1/30/2024,1/31/2024,East,26.96
P0706,Latte,Bundle,1/30/2024,1/31/2024,South,44.04
P0707,Mocha,Free Sample,1/30/2024,1/31/2024,East,78.59
P0708,Espresso,Bundle,1/30/2024,1/31/2024,North,75.43
P0709,Cappuccino,Discount,1/30/2024,1/31/2024,North,39.93
P0710,Cappuccino,Bundle,1/30/2024,1/31/2024,East,63.0
P0711,Cappuccino,Discount,1/30/2024,1/31/2024,North,72.65
P0712,Latte,Bundle,1/30/2024,1/31/2024,East,35.45
P0713,Cappuccino,Free Sample,1/30/2024,1/31/2024,West,11.81
P0714,Latte,Discount,1/30/2024,1/31/2024,North,11.56
P0715,Mocha,BOGO,1/30/2024,1/31/2024,North,32.84
P0716,Latte,Free Sample,1/30/2024,1/31/2024,North,73.53
P0717,Cappuccino,Discount,1/30/2024,1/31/2024,East,69.95
P0718,Mocha,Discount,1/30/2024,1/31/2024,West,77.8
P0719,Espresso,BOGO,1/30/2024,1/31/2024,South,56.12
P0720,Latte,Discount,1/30/2024,1/31/2024,South,46.68
P0721,Espresso,Bundle,1/31/2024,2/1/2024,South,42.41
P0722,Mocha,Free Sample,1/31/2024,2/1/2024,West,81.4
P0723,Latte,BOGO,1/31/2024,2/1/2024,North,49.75
P0724,Cappuccino,Bundle,1/31/2024,2/1/2024,West,84.13
P0725,Espresso,BOGO,1/31/2024,2/1/2024,North,56.46
P0726,Cappuccino,Free Sample,1/31/2024,2/1/2024,North,87.5
P0727,Latte,Bundle,1/31/2024,2/1/2024,North,29.05
P0728,Cappuccino,Bundle,1/31/2024,2/1/2024,North,74.05
P0729,Cappuccino,Discount,1/31/2024,2/1/2024,West,24.03
P0730,Cappuccino,Discount,1/31/2024,2/1/2024,West,28.2
P0731,Mocha,Discount,1/31/2024,2/1/2024,North,51.15
P0732,Cappuccino,Bundle,1/31/2024,2/1/2024,South,49.0
P0733,Espresso,Bundle,1/31/2024,2/1/2024,North,84.42
P0734,Mocha,Bundle,1/31/2024,2/1/2024,South,31.89
P0735,Mocha,Free Sample,1/31/2024,2/1/2024,South,82.12
P0736,Mocha,Free Sample,1/31/2024,2/1/2024,South,80.77
P0737,Cappuccino,BOGO,1/31/2024,2/1/2024,North,58.17
P0738,Latte,BOGO,1/31/2024,2/1/2024,East,40.51
P0739,Mocha,Free Sample,1/31/2024,2/1/2024,South,74.43
P0740,Latte,Free Sample,1/31/2024,2/1/2024,East,69.95
P0741,Cappuccino,Bundle,1/31/2024,2/1/2024,West,37.18
P0742,Espresso,Free Sample,1/31/2024,2/1/2024,South,57.07
P0743,Cappuccino,BOGO,1/31/2024,2/1/2024,West,35.52
P0744,Cappuccino,Discount,1/31/2024,2/1/2024,East,12.51
P0745,Cappuccino,BOGO,2/1/2024,2/2/2024,North,88.48
P0746,Mocha,Discount,2/1/2024,2/2/2024,South,21.19
P0747,Cappuccino,Bundle,2/1/2024,2/2/2024,East,84.74
P0748,Espresso,Free Sample,2/1/2024,2/2/2024,South,15.56
P0749,Latte,Discount,2/1/2024,2/2/2024,South,49.0
P0750,Espresso,Discount,2/1/2024,2/2/2024,East,45.46
P0751,Espresso,Bundle,2/1/2024,2/2/2024,West,33.99
P0752,Espresso,Discount,2/1/2024,2/2/2024,South,19.32
P0753,Latte,Bundle,2/1/2024,2/2/2024,North,57.44
P0754,Cappuccino,Free Sample,2/1/2024,2/2/2024,West,79.39
P0755,Cappuccino,BOGO,2/1/2024,2/2/2024,East,69.92
P0756,Latte,Discount,2/1/2024,2/2/2024,North,79.72
P0757,Latte,BOGO,2/1/2024,2/2/2024,South,80.27
P0758,Mocha,BOGO,2/1/2024,2/2/2024,West,13.1
P0759,Mocha,Discount,2/1/2024,2/2/2024,West,75.76
P0760,Mocha,Free Sample,2/1/2024,2/2/2024,South,12.74
P0761,Mocha,Free Sample,2/1/2024,2/2/2024,East,45.16
P0762,Latte,Discount,2/1/2024,2/2/2024,South,18.18
P0763,Mocha,Discount,2/1/2024,2/2/2024,South,16.04
P0764,Mocha,Free Sample,2/1/2024,2/2/2024,North,52.11
P0765,Espresso,Free Sample,2/1/2024,2/2/2024,South,78.26
P0766,Cappuccino,Free Sample,2/1/2024,2/2/2024,South,75.22
P0767,Cappuccino,Bundle,2/1/2024,2/2/2024,East,71.87
P0768,Cappuccino,BOGO,2/1/2024,2/2/2024,West,79.2
P0769,Mocha,BOGO,2/2/2024,2/3/2024,West,61.49
P0770,Cappuccino,BOGO,2/2/2024,2/3/2024,South,38.28
P0771,Mocha,Discount,2/2/2024,2/3/2024,East,47.57
P0772,Espresso,Free Sample,2/2/2024,2/3/2024,South,87.69
P0773,Cappuccino,Discount,2/2/2024,2/3/2024,North,34.42
P0774,Cappuccino,Bundle,2/2/2024,2/3/2024,East,29.82
P0775,Espresso,Discount,2/2/2024,2/3/2024,West,57.55
P0776,Latte,Discount,2/2/2024,2/3/2024,East,52.43
P0777,Cappuccino,Discount,2/2/2024,2/3/2024,West,13.23
P0778,Espresso,Free Sample,2/2/2024,2/3/2024,South,10.81
P0779,Mocha,BOGO,2/2/2024,2/3/2024,East,38.79
P0780,Espresso,Discount,2/2/2024,2/3/2024,South,76.09
P0781,Mocha,Discount,2/2/2024,2/3/2024,North,33.11
P0782,Cappuccino,Discount,2/2/2024,2/3/2024,East,82.34
P0783,Mocha,BOGO,2/2/2024,2/3/2024,East,26.75
P0784,Mocha,Discount,2/2/2024,2/3/2024,South,79.7
P0785,Espresso,Bundle,2/2/2024,2/3/2024,West,30.19
P0786,Cappuccino,Bundle,2/2/2024,2/3/2024,West,75.57
P0787,Latte,Discount,2/2/2024,2/3/2024,West,22.71
P0788,Mocha,Free Sample,2/2/2024,2/3/2024,North,24.81
P0789,Cappuccino,Discount,2/2/2024,2/3/2024,West,12.52
P0790,Cappuccino,Discount,2/2/2024,2/3/2024,South,63.43
P0791,Latte,Bundle,2/2/2024,2/3/2024,South,36.25
P0792,Latte,Bundle,2/2/2024,2/3/2024,South,60.78
P0793,Espresso,Bundle,2/3/2024,2/4/2024,South,33.17
P0794,Mocha,BOGO,2/3/2024,2/4/2024,South,36.24
P0795,Latte,Discount,2/3/2024,2/4/2024,East,65.66
P0796,Mocha,Bundle,2/3/2024,2/4/2024,East,40.88
P0797,Espresso,Discount,2/3/2024,2/4/2024,West,55.21
P0798,Latte,Free Sample,2/3/2024,2/4/2024,North,34.61
P0799,Espresso,BOGO,2/3/2024,2/4/2024,South,87.11
P0800,Mocha,BOGO,2/3/2024,2/4/2024,East,89.92
P0801,Latte,Bundle,2/3/2024,2/4/2024,North,37.63
P0802,Latte,Discount,2/3/2024,2/4/2024,South,76.94
P0803,Mocha,BOGO,2/3/2024,2/4/2024,North,46.92
P0804,Latte,BOGO,2/3/2024,2/4/2024,North,14.24
P0805,Mocha,Free Sample,2/3/2024,2/4/2024,West,22.09
P0806,Mocha,BOGO,2/3/2024,2/4/2024,South,11.82
P0807,Espresso,Bundle,2/3/2024,2/4/2024,West,20.12
P0808,Cappuccino,BOGO,2/3/2024,2/4/2024,East,31.89
P0809,Latte,Discount,2/3/2024,2/4/2024,West,29.19
P0810,Espresso,Free Sample,2/3/2024,2/4/2024,East,87.89
P0811,Latte,Bundle,2/3/2024,2/4/2024,North,70.2
P0812,Mocha,Free Sample,2/3/2024,2/4/2024,South,30.6
P0813,Latte,Bundle,2/3/2024,2/4/2024,South,47.79
P0814,Mocha,Bundle,2/3/2024,2/4/2024,West,88.09
